Airport.Code,Airport.Name,Time.Year,Statistics.Flights.Cancelled
IAD,"Washington, DC: Washington Dulles International",2011,114
IAH,"Houston, TX: George Bush Intercontinental/Houston",2011,136
JFK,"New York, NY: John F. Kennedy International",2011,88
LAS,"Las Vegas, NV: McCarran International",2011,82
LAX,"Los Angeles, CA: Los Angeles International",2011,232
LGA,"New York, NY: LaGuardia",2011,250
MCO,"Orlando, FL: Orlando International",2011,47
MDW,"Chicago, IL: Chicago Midway International",2011,29
MIA,"Miami, FL: Miami International",2011,285
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011,102
ORD,"Chicago, IL: Chicago O'Hare International",2011,596
PDX,"Portland, OR: Portland International",2011,26
PHL,"Philadelphia, PA: Philadelphia International",2011,58
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2011,126
SAN,"San Diego, CA: San Diego International",2011,80
SEA,"Seattle, WA: Seattle/Tacoma International",2011,50
SFO,"San Francisco, CA: San Francisco International",2011,313
SLC,"Salt Lake City, UT: Salt Lake City International",2011,135
TPA,"Tampa, FL: Tampa International",2011,19
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011,623
BOS,"Boston, MA: Logan International",2011,207
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011,101
CLT,"Charlotte, NC: Charlotte Douglas International",2011,149
DCA,"Washington, DC: Ronald Reagan Washington National",2011,155
DEN,"Denver, CO: Denver International",2011,237
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011,650
DTW,"Detroit, MI: Detroit Metro Wayne County",2011,105
EWR,"Newark, NJ: Newark Liberty International",2011,364
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2011,34
IAD,"Washington, DC: Washington Dulles International",2011,140
IAH,"Houston, TX: George Bush Intercontinental/Houston",2011,122
JFK,"New York, NY: John F. Kennedy International",2011,183
LAS,"Las Vegas, NV: McCarran International",2011,133
LAX,"Los Angeles, CA: Los Angeles International",2011,223
LGA,"New York, NY: LaGuardia",2011,336
MCO,"Orlando, FL: Orlando International",2011,90
MDW,"Chicago, IL: Chicago Midway International",2011,102
MIA,"Miami, FL: Miami International",2011,104
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011,111
ORD,"Chicago, IL: Chicago O'Hare International",2011,1323
PDX,"Portland, OR: Portland International",2011,24
PHL,"Philadelphia, PA: Philadelphia International",2011,117
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2011,226
SAN,"San Diego, CA: San Diego International",2011,67
SEA,"Seattle, WA: Seattle/Tacoma International",2011,36
SFO,"San Francisco, CA: San Francisco International",2011,144
SLC,"Salt Lake City, UT: Salt Lake City International",2011,105
TPA,"Tampa, FL: Tampa International",2011,48
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011,411
BOS,"Boston, MA: Logan International",2011,198
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011,61
CLT,"Charlotte, NC: Charlotte Douglas International",2011,171
DCA,"Washington, DC: Ronald Reagan Washington National",2011,157
DEN,"Denver, CO: Denver International",2011,264
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011,1512
DTW,"Detroit, MI: Detroit Metro Wayne County",2011,146
EWR,"Newark, NJ: Newark Liberty International",2011,222
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2011,29
IAD,"Washington, DC: Washington Dulles International",2011,151
IAH,"Houston, TX: George Bush Intercontinental/Houston",2011,191
JFK,"New York, NY: John F. Kennedy International",2011,111
LAS,"Las Vegas, NV: McCarran International",2011,103
LAX,"Los Angeles, CA: Los Angeles International",2011,219
LGA,"New York, NY: LaGuardia",2011,312
MCO,"Orlando, FL: Orlando International",2011,50
MDW,"Chicago, IL: Chicago Midway International",2011,33
MIA,"Miami, FL: Miami International",2011,78
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011,160
ORD,"Chicago, IL: Chicago O'Hare International",2011,1631
PDX,"Portland, OR: Portland International",2011,16
PHL,"Philadelphia, PA: Philadelphia International",2011,113
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2011,176
SAN,"San Diego, CA: San Diego International",2011,71
SEA,"Seattle, WA: Seattle/Tacoma International",2011,34
SFO,"San Francisco, CA: San Francisco International",2011,186
SLC,"Salt Lake City, UT: Salt Lake City International",2011,85
TPA,"Tampa, FL: Tampa International",2011,37
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011,728
BOS,"Boston, MA: Logan International",2011,226
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011,58
CLT,"Charlotte, NC: Charlotte Douglas International",2011,243
DCA,"Washington, DC: Ronald Reagan Washington National",2011,159
DEN,"Denver, CO: Denver International",2011,217
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011,351
DTW,"Detroit, MI: Detroit Metro Wayne County",2011,152
EWR,"Newark, NJ: Newark Liberty International",2011,274
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2011,32
IAD,"Washington, DC: Washington Dulles International",2011,157
IAH,"Houston, TX: George Bush Intercontinental/Houston",2011,137
JFK,"New York, NY: John F. Kennedy International",2011,174
LAS,"Las Vegas, NV: McCarran International",2011,69
LAX,"Los Angeles, CA: Los Angeles International",2011,215
LGA,"New York, NY: LaGuardia",2011,363
MCO,"Orlando, FL: Orlando International",2011,46
MDW,"Chicago, IL: Chicago Midway International",2011,48
MIA,"Miami, FL: Miami International",2011,107
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011,122
ORD,"Chicago, IL: Chicago O'Hare International",2011,1479
PDX,"Portland, OR: Portland International",2011,17
PHL,"Philadelphia, PA: Philadelphia International",2011,112
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2011,218
SAN,"San Diego, CA: San Diego International",2011,62
SEA,"Seattle, WA: Seattle/Tacoma International",2011,35
SFO,"San Francisco, CA: San Francisco International",2011,226
SLC,"Salt Lake City, UT: Salt Lake City International",2011,81
TPA,"Tampa, FL: Tampa International",2011,24
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011,546
BOS,"Boston, MA: Logan International",2011,208
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011,73
CLT,"Charlotte, NC: Charlotte Douglas International",2011,221
DCA,"Washington, DC: Ronald Reagan Washington National",2011,209
DEN,"Denver, CO: Denver International",2011,560
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011,390
DTW,"Detroit, MI: Detroit Metro Wayne County",2011,128
EWR,"Newark, NJ: Newark Liberty International",2011,272
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2011,37
IAD,"Washington, DC: Washington Dulles International",2011,157
IAH,"Houston, TX: George Bush Intercontinental/Houston",2011,150
JFK,"New York, NY: John F. Kennedy International",2011,143
LAS,"Las Vegas, NV: McCarran International",2011,76
LAX,"Los Angeles, CA: Los Angeles International",2011,233
LGA,"New York, NY: LaGuardia",2011,357
MCO,"Orlando, FL: Orlando International",2011,67
MDW,"Chicago, IL: Chicago Midway International",2011,26
MIA,"Miami, FL: Miami International",2011,116
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011,147
ORD,"Chicago, IL: Chicago O'Hare International",2011,1235
PDX,"Portland, OR: Portland International",2011,20
PHL,"Philadelphia, PA: Philadelphia International",2011,130
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2011,215
SAN,"San Diego, CA: San Diego International",2011,68
SEA,"Seattle, WA: Seattle/Tacoma International",2011,40
SFO,"San Francisco, CA: San Francisco International",2011,349
SLC,"Salt Lake City, UT: Salt Lake City International",2011,98
TPA,"Tampa, FL: Tampa International",2011,32
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011,616
BOS,"Boston, MA: Logan International",2011,698
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011,353
CLT,"Charlotte, NC: Charlotte Douglas International",2011,327
DCA,"Washington, DC: Ronald Reagan Washington National",2011,398
DEN,"Denver, CO: Denver International",2011,248
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011,477
DTW,"Detroit, MI: Detroit Metro Wayne County",2011,192
EWR,"Newark, NJ: Newark Liberty International",2011,1014
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2011,152
IAD,"Washington, DC: Washington Dulles International",2011,251
IAH,"Houston, TX: George Bush Intercontinental/Houston",2011,162
JFK,"New York, NY: John F. Kennedy International",2011,834
LAS,"Las Vegas, NV: McCarran International",2011,125
LAX,"Los Angeles, CA: Los Angeles International",2011,271
LGA,"New York, NY: LaGuardia",2011,878
MCO,"Orlando, FL: Orlando International",2011,275
MDW,"Chicago, IL: Chicago Midway International",2011,96
MIA,"Miami, FL: Miami International",2011,304
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011,149
ORD,"Chicago, IL: Chicago O'Hare International",2011,1034
PDX,"Portland, OR: Portland International",2011,20
PHL,"Philadelphia, PA: Philadelphia International",2011,441
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2011,200
SAN,"San Diego, CA: San Diego International",2011,83
SEA,"Seattle, WA: Seattle/Tacoma International",2011,70
SFO,"San Francisco, CA: San Francisco International",2011,312
SLC,"Salt Lake City, UT: Salt Lake City International",2011,89
TPA,"Tampa, FL: Tampa International",2011,123
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011,156
BOS,"Boston, MA: Logan International",2011,135
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011,50
CLT,"Charlotte, NC: Charlotte Douglas International",2011,111
DCA,"Washington, DC: Ronald Reagan Washington National",2011,82
DEN,"Denver, CO: Denver International",2011,118
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011,166
DTW,"Detroit, MI: Detroit Metro Wayne County",2011,45
EWR,"Newark, NJ: Newark Liberty International",2011,184
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2011,25
IAD,"Washington, DC: Washington Dulles International",2011,83
IAH,"Houston, TX: George Bush Intercontinental/Houston",2011,102
JFK,"New York, NY: John F. Kennedy International",2011,55
LAS,"Las Vegas, NV: McCarran International",2011,52
LAX,"Los Angeles, CA: Los Angeles International",2011,142
LGA,"New York, NY: LaGuardia",2011,211
MCO,"Orlando, FL: Orlando International",2011,22
MDW,"Chicago, IL: Chicago Midway International",2011,32
MIA,"Miami, FL: Miami International",2011,38
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011,33
ORD,"Chicago, IL: Chicago O'Hare International",2011,342
PDX,"Portland, OR: Portland International",2011,6
PHL,"Philadelphia, PA: Philadelphia International",2011,93
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2011,120
SAN,"San Diego, CA: San Diego International",2011,89
SEA,"Seattle, WA: Seattle/Tacoma International",2011,20
SFO,"San Francisco, CA: San Francisco International",2011,144
SLC,"Salt Lake City, UT: Salt Lake City International",2011,33
TPA,"Tampa, FL: Tampa International",2011,16
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011,105
BOS,"Boston, MA: Logan International",2011,99
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011,31
CLT,"Charlotte, NC: Charlotte Douglas International",2011,59
DCA,"Washington, DC: Ronald Reagan Washington National",2011,54
DEN,"Denver, CO: Denver International",2011,130
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011,137
DTW,"Detroit, MI: Detroit Metro Wayne County",2011,32
EWR,"Newark, NJ: Newark Liberty International",2011,243
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2011,27
IAD,"Washington, DC: Washington Dulles International",2011,78
IAH,"Houston, TX: George Bush Intercontinental/Houston",2011,98
JFK,"New York, NY: John F. Kennedy International",2011,110
LAS,"Las Vegas, NV: McCarran International",2011,57
LAX,"Los Angeles, CA: Los Angeles International",2011,199
LGA,"New York, NY: LaGuardia",2011,185
MCO,"Orlando, FL: Orlando International",2011,33
MDW,"Chicago, IL: Chicago Midway International",2011,25
MIA,"Miami, FL: Miami International",2011,39
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011,34
ORD,"Chicago, IL: Chicago O'Hare International",2011,285
PDX,"Portland, OR: Portland International",2011,19
PHL,"Philadelphia, PA: Philadelphia International",2011,58
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2011,150
SAN,"San Diego, CA: San Diego International",2011,59
SEA,"Seattle, WA: Seattle/Tacoma International",2011,23
SFO,"San Francisco, CA: San Francisco International",2011,195
SLC,"Salt Lake City, UT: Salt Lake City International",2011,49
TPA,"Tampa, FL: Tampa International",2011,19
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011,87
BOS,"Boston, MA: Logan International",2011,79
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011,22
CLT,"Charlotte, NC: Charlotte Douglas International",2011,69
DCA,"Washington, DC: Ronald Reagan Washington National",2011,60
DEN,"Denver, CO: Denver International",2011,106
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011,95
DTW,"Detroit, MI: Detroit Metro Wayne County",2011,33
EWR,"Newark, NJ: Newark Liberty International",2011,61
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2011,11
IAD,"Washington, DC: Washington Dulles International",2011,38
IAH,"Houston, TX: George Bush Intercontinental/Houston",2011,50
JFK,"New York, NY: John F. Kennedy International",2011,18
LAS,"Las Vegas, NV: McCarran International",2011,45
LAX,"Los Angeles, CA: Los Angeles International",2011,164
LGA,"New York, NY: LaGuardia",2011,125
MCO,"Orlando, FL: Orlando International",2011,10
MDW,"Chicago, IL: Chicago Midway International",2011,15
MIA,"Miami, FL: Miami International",2011,18
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011,32
ORD,"Chicago, IL: Chicago O'Hare International",2011,418
PDX,"Portland, OR: Portland International",2011,15
PHL,"Philadelphia, PA: Philadelphia International",2011,63
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2011,99
SAN,"San Diego, CA: San Diego International",2011,42
SEA,"Seattle, WA: Seattle/Tacoma International",2011,26
SFO,"San Francisco, CA: San Francisco International",2011,221
SLC,"Salt Lake City, UT: Salt Lake City International",2011,55
TPA,"Tampa, FL: Tampa International",2011,12
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2011,131
BOS,"Boston, MA: Logan International",2011,72
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2011,17
CLT,"Charlotte, NC: Charlotte Douglas International",2011,68
DCA,"Washington, DC: Ronald Reagan Washington National",2011,48
DEN,"Denver, CO: Denver International",2011,221
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2011,167
DTW,"Detroit, MI: Detroit Metro Wayne County",2011,36
EWR,"Newark, NJ: Newark Liberty International",2011,103
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2011,7
IAD,"Washington, DC: Washington Dulles International",2011,59
IAH,"Houston, TX: George Bush Intercontinental/Houston",2011,156
JFK,"New York, NY: John F. Kennedy International",2011,37
LAS,"Las Vegas, NV: McCarran International",2011,43
LAX,"Los Angeles, CA: Los Angeles International",2011,230
LGA,"New York, NY: LaGuardia",2011,74
MCO,"Orlando, FL: Orlando International",2011,13
MDW,"Chicago, IL: Chicago Midway International",2011,26
MIA,"Miami, FL: Miami International",2011,28
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2011,38
ORD,"Chicago, IL: Chicago O'Hare International",2011,267
PDX,"Portland, OR: Portland International",2011,33
PHL,"Philadelphia, PA: Philadelphia International",2011,47
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2011,111
SAN,"San Diego, CA: San Diego International",2011,72
SEA,"Seattle, WA: Seattle/Tacoma International",2011,24
SFO,"San Francisco, CA: San Francisco International",2011,222
SLC,"Salt Lake City, UT: Salt Lake City International",2011,51
TPA,"Tampa, FL: Tampa International",2011,12
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2012,242
BOS,"Boston, MA: Logan International",2012,107
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2012,57
CLT,"Charlotte, NC: Charlotte Douglas International",2012,107
DCA,"Washington, DC: Ronald Reagan Washington National",2012,134
DEN,"Denver, CO: Denver International",2012,178
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2012,387
